v,i,p,s,q,pf,ih3,ih5,ih7,ih9,ih11,ih13,ih15,ih17,ih19,ih21,ih23,ih25,ih27,ih29,ithd,vh3,vh5,vh7,vh9,vh11,vh13,vh15,vh17,vh19,vh21,vh23,vh25,vh27,vh29,vthd,filename,device,device name,voltagerange,Status,devicenumber,State,Type
208.1,1.695,218,352.9,67,0.616,0.2,3.5,0.8,0.4,0.8,1,0.5,0.4,0.4,0.2,0.3,0.4,0.5,0,4,43.1,26.5,36.7,18,11.5,9.3,3.5,5,3.5,2.9,4.2,6,2.7,1.5,67.7,p2onV210.csv,printer,p2 samsung ml 2161,V210,on,32,7,4
208,1.868,252.7,388.7,75.2,0.65,0.3,2.9,1.3,1.1,0.9,0.1,0.7,0.7,0.4,0.3,0.6,0.6,0.2,0.1,3.7,9,6.5,9.4,5.5,5.5,5,3.9,1.7,1.9,1.9,1.1,1.1,0.8,2.2,18.3,p2onV210.csv,printer,p2 samsung ml 2161,V210,on,32,7,4
208.2,1.767,227.7,368,69.2,0.618,0.2,3,1.8,1.3,0.7,0.2,0.6,0.7,0.2,0.2,0.7,0.7,0.1,0.2,4,37.2,27.8,28.5,6,5.9,10.4,6.5,5.2,4.9,3.3,5,4,4,3.6,57.8,p2onV210.csv,printer,p2 samsung ml 2161,V210,on,32,7,4
208.1,1.827,244,380.3,72.8,0.644,0.1,2.7,1.3,1.1,1,0.2,0.8,0.7,0.1,0,0.4,0.3,0.2,0.1,3.6,31.1,27.3,30.6,8.4,14.6,5.5,7.4,4.4,4.5,4.7,4,2.7,3.6,4.2,56.2,p2onV210.csv,printer,p2 samsung ml 2161,V210,on,32,7,4
208.1,1.827,244,380.3,72.8,0.644,0.1,2.7,1.3,1,1,0.3,0.8,0.7,0.2,0.1,0.6,0.6,0,0,3.7,8.8,5.9,9,4.7,5.2,4.7,3.5,2.9,2.1,2.3,1.1,1.5,0.8,1.3,17.5,p2onV210.csv,printer,p2 samsung ml 2161,V210,on,32,7,4
208.3,1.794,231.3,373.8,70.4,0.617,0.3,3.3,0.6,0.4,1.3,1,0.4,0.4,0.4,0.2,0.4,0.2,0.4,0.1,4,35,25.8,26.8,4.4,5.5,9.1,6.7,3.5,4.7,3.3,5.5,2.5,3.5,6,54.2,p2onV210.csv,printer,p2 samsung ml 2161,V210,on,32,7,4
208.2,1.825,239.6,380.2,71.8,0.63,0.4,3.3,0.8,0.5,1.3,0.9,0.4,0.3,0.4,0,0.3,0.2,0.4,0.3,4,42.7,26.3,30.6,10.4,4.5,7.7,8.6,0.7,5.5,1.1,5.5,3.2,5.5,3.2,62.1,p2onV210.csv,printer,p2 samsung ml 2161,V210,on,32,7,4
208.2,1.809,236.4,376.8,71.2,0.627,0.2,2.5,1.3,1,0.6,0.3,0.5,0.7,0.2,0.1,0.7,0.6,0.2,0,3.5,42.7,26.3,34.7,16.8,11.5,10.5,3.7,5,3,3.6,3.5,5,2.2,3.9,66.2,p2onV210.csv,printer,p2 samsung ml 2161,V210,on,32,7,4
209,1.181,139.1,246.8,44.9,0.568,0.2,2.7,1.5,1,1,0.3,0.5,0.8,0,0.1,0.6,0.4,0.2,0.1,3.7,27.6,10,14.8,13.9,24.6,28.1,23.1,5.9,28.5,29.5,11.6,17.6,14,7,75,p2onV210.csv,printer,p2 samsung ml 2161,V210,on,32,7,4
210,1.809,236.4,376.8,71.2,0.627,0.2,2.5,1.3,1,0.6,0.3,0.5,0.7,0.2,0.1,0.7,0.6,0.2,0,3.5,42.7,26.3,34.7,16.8,11.5,10.5,3.7,5,3,3.6,3.5,5,2.2,3.9,66.2,p2onV210.csv,printer,p2 samsung ml 2161,V210,on,32,7,4
210.1,1.181,139.1,246.8,44.9,0.568,0.2,2.7,1.5,1,1,0.3,0.5,0.8,0,0.1,0.6,0.4,0.2,0.1,3.7,27.6,10,14.8,13.9,24.6,28.1,23.1,5.9,28.5,29.5,11.6,17.6,14,7,75,p2onV210.csv,printer,p2 samsung ml 2161,V210,on,32,7,4
218.5,2.02,290.8,441.7,77.8,0.658,0.3,2.7,1.3,1.1,1.3,0.4,0.8,0.9,0.3,0.2,0.5,0.4,0.2,0.1,3.9,43.7,25.5,35.7,17.3,7.7,10.9,10.5,3.7,6,6.4,3.9,2.9,3.7,5.4,67.7,p2onV220.csv,printer,p2 samsung ml 2161,V220,on,32,7,4
218.5,2.015,286.8,440.4,76.4,0.651,0.6,2.3,1.1,1.3,1.3,0.3,0.4,0.5,0.2,0.3,0.4,0.5,0.1,0.2,3.5,47.2,26.5,36.3,20.8,7.9,9.4,10.5,4.2,7,5.2,4.5,3.9,6.7,7.5,69,p2onV220.csv,printer,p2 samsung ml 2161,V220,on,32,7,4
218.5,1.987,279.1,434.4,74.4,0.641,0.1,2.9,1.3,1.3,1.6,0.2,0.9,1.3,0.1,0.2,0.6,0.4,0.1,0.2,4.2,45.7,26.6,37.1,18.8,8,10.3,10,3.7,5.5,6,3.7,2.2,3.9,3.7,70.4,p2onV220.csv,printer,p2 samsung ml 2161,V220,on,32,7,4
218.5,1.994,280.6,435.8,75.3,0.644,0.3,2.7,1.1,1.3,1.3,0.5,0.6,0.9,0,0.2,0.6,0.4,0.3,0.1,3.9,42.8,27.3,36.7,16.8,9.5,11.9,9.8,2.7,7.2,7,2.3,4,4.4,2.5,68.7,p2onV220.csv,printer,p2 samsung ml 2161,V220,on,32,7,4
218.6,1.945,268.2,425.5,71.8,0.63,0.3,2.3,1.3,1.1,1.1,0.4,0.7,0.8,0,0.2,0.5,0.7,0.1,0.2,3.6,44.7,24.3,36.7,18.1,7.5,10.9,9.3,2.7,5.5,5.5,5,1.7,4.4,5.4,68.4,p2onV220.csv,printer,p2 samsung ml 2161,V220,on,32,7,4
218.7,1.929,265.1,421.9,71,0.628,0.4,2.5,1.3,1.1,1.6,0.4,0.6,0.6,0.2,0.1,0.7,0.5,0.2,0.1,3.7,41.8,29.3,38,16.3,11.8,12,6.7,4,9,4.7,5.7,4.4,3.2,6.9,70,p2onV220.csv,printer,p2 samsung ml 2161,V220,on,32,7,4
218.7,1.888,256.1,413.1,69.6,0.621,0.4,2.9,1.1,1.3,1.3,0.4,0.8,0.9,0.2,0.1,0.6,0.6,0,0.2,4,49.5,27.6,43.1,28.3,16.3,17.1,8.6,1.5,3.3,1.1,3.7,3.1,1.5,0.7,81,p2onV220.csv,printer,p2 samsung ml 2161,V220,on,32,7,4
218.7,1.853,248.9,405.5,68.1,0.613,0.4,2.5,0.9,1.3,1.3,0.1,0.7,0.8,0,0.1,0.6,0.5,0.2,0.2,3.7,52,29.3,42.2,27.1,14.4,15.3,6.5,3.5,1.8,4.7,5.2,1.1,2.7,2.7,81.5,p2onV220.csv,printer,p2 samsung ml 2161,V220,on,32,7,4
218.6,1.907,259.7,417.2,70.2,0.621,0.1,2.7,1.5,1.3,1.6,0.2,0.8,1.1,0.1,0.1,0.7,0.5,0.1,0.1,4,101.4,90.7,76.5,62.7,52.2,34.7,23.3,13.4,6.5,6.2,3.1,5.7,6.5,4.5,182.1,p2onV220.csv,printer,p2 samsung ml 2161,V220,on,32,7,4
218.7,1.868,254.1,408.6,69.4,0.622,0.3,2.7,1.6,1.3,1.5,0.3,0.8,1,0.2,0.1,0.8,0.7,0,0.2,4.4,47.3,24.6,35.1,19.3,5.2,9.4,11,5.7,4.7,8.1,3.7,1.5,4.2,6,70,p2onV220.csv,printer,p2 samsung ml 2161,V220,on,32,7,4
218.7,1.874,253.6,409.9,69,0.618,0.2,2.7,1.3,1.3,1.3,0.3,0.7,0.7,0.1,0.3,0.5,0.4,0.3,0.1,3.9,48.3,26.1,41.3,25.1,14,15.3,6,3.1,3,3.7,6.5,2.7,2.3,4.2,77.2,p2onV220.csv,printer,p2 samsung ml 2161,V220,on,32,7,4
218.8,1.845,247.4,403.9,68,0.611,0.3,2.7,1.1,1.3,1.5,0.2,0.7,0.8,0,0.1,0.5,0.5,0.3,0.2,4,55.7,12.1,6.2,4.7,12,12.3,5.7,3.7,3.2,3.3,3.5,4,5.2,4.5,61.2,p2onV220.csv,printer,p2 samsung ml 2161,V220,on,32,7,4
219.2,1.888,251.5,414,68.5,0.606,0.3,2.9,1.5,1.3,1.6,0.4,0.6,0.9,0.2,0.1,0.5,0.5,0.1,0.3,4.2,49.1,26.5,41,25.8,16.1,15.1,8,2.2,2.7,2.6,5.5,4,1.3,2.1,78,p2onV220.csv,printer,p2 samsung ml 2161,V220,on,32,7,4
219.5,1.698,218.7,372.8,61.7,0.587,0.3,2.5,1.3,1,1.7,0.3,0.9,0.8,0.1,0.1,0.7,0.5,0.3,0.2,3.7,52.2,30,41.2,28.5,13.6,14.1,6.9,2.2,3.1,0.8,2.2,3.7,1.7,1.3,81.5,p2onV220.csv,printer,p2 samsung ml 2161,V220,on,32,7,4
219.4,1.753,228.1,384.9,63.7,0.591,0.3,2.7,1.1,1.3,1.3,0.4,0.6,0.5,0.1,0.2,0.6,0.4,0.1,0.4,3.7,47.2,31.1,41,23.6,13.4,13.4,9,4.9,7.9,9.9,2.3,4.4,2.9,4.9,78.2,p2onV220.csv,printer,p2 samsung ml 2161,V220,on,32,7,4
219.4,1.789,231.9,392.6,64.5,0.588,0.1,2.5,0.8,0.9,1.1,0.4,0.7,0.8,0.1,0.1,0.6,0.4,0.1,0,3.3,12.5,7.5,6.5,9.5,4.5,3.2,5.4,2.9,0.4,2.7,2.1,1.7,1.8,1.1,21,p2onV220.csv,printer,p2 samsung ml 2161,V220,on,32,7,4
219.5,1.729,228.1,379.6,63.1,0.605,0.4,2.7,1.7,1.3,1.3,0.3,0.5,0.9,0.2,0.1,0.4,0.6,0.1,0.4,4,100.7,89.2,79,66.7,58.2,36.8,26.8,16.3,6.4,2.2,2.7,6.9,3.7,4.5,186.4,p2onV220.csv,printer,p2 samsung ml 2161,V220,on,32,7,4
219.6,1.598,212.6,351,60.5,0.605,0.2,2.6,1,1,1.5,0.2,0.8,0.9,0.2,0.1,0.7,0.7,0,0.3,3.7,98.9,90.2,78.4,65.7,55.1,34.2,25.1,18.8,15,14.4,9.9,4.5,1.7,1.1,184.9,p2onV220.csv,printer,p2 samsung ml 2161,V220,on,32,7,4
219.6,1.677,213.2,368.4,60.8,0.575,0.2,2.7,1.5,1.3,1.6,0.5,0.9,1.1,0.2,0.3,0.6,0.5,0.2,0.2,4.2,50.7,29.8,40.2,25.3,12.6,12.1,8.5,4.7,5.7,7.7,5,4.2,4,3.5,79.5,p2onV220.csv,printer,p2 samsung ml 2161,V220,on,32,7,4
219.4,1.768,242.8,388.1,66.4,0.626,0.3,2.7,1.3,1.1,1.1,0.4,0.6,0.8,0.1,0.1,0.6,0.5,0.4,0.3,3.7,43.5,28.8,37,15.8,10.9,13,8.9,31.5,15.5,11.6,11.9,12.1,12.6,13.4,211.6,p2onV220.csv,printer,p2 samsung ml 2161,V220,on,32,7,4
219.3,1.895,255.6,415.6,69,0.613,0.6,3,1.3,0.4,1.6,1.1,0.9,0.3,0.2,0,0.4,0.3,0.7,0.3,4.2,48.3,24.6,35,21.5,6.7,7.9,11,1.1,7.5,5,3.1,2.7,3.6,5.5,67.5,p2onV220.csv,printer,p2 samsung ml 2161,V220,on,32,7,4
219.5,1.69,223.9,371.1,62.2,0.603,0.1,2.7,0.9,1.1,1.3,0.4,0.7,0.9,0,0.2,0.6,0.6,0.1,0.1,3.7,46.8,29.1,37.3,19.1,9.4,12.4,12.3,5.5,7.9,7.7,2.2,2.1,4.5,3.7,73.5,p2onV220.csv,printer,p2 samsung ml 2161,V220,on,32,7,4
219.6,1.654,210.2,363.4,59.5,0.577,0.3,2.6,1.3,1.3,1.1,0.2,0.6,0.7,0,0.1,0.7,0.5,0.1,0.3,3.7,49.7,30.5,43.5,27.6,17.6,16.6,6.5,4.4,3.3,3.2,5.7,1.9,4.7,4.2,82.7,p2onV220.csv,printer,p2 samsung ml 2161,V220,on,32,7,4
219.4,1.805,235.2,396.3,64.9,0.594,0.1,2.3,0.8,1.1,1.1,0.3,0.9,0.9,0,0.2,0.6,0.4,0.3,0.1,3.5,95.7,85.5,74.5,63,46.6,34.3,22.1,16.1,12.4,10.5,9.6,9.8,7.7,3.9,175,p2onV220.csv,printer,p2 samsung ml 2161,V220,on,32,7,4
230.2,0.123,7.1,28.4,7.1,0.248,0.2,3.2,0.9,0.5,1.1,1.1,0.7,0.3,0.4,0.1,0.2,0.3,0.4,0.2,4,120.2,114.5,103.7,95.9,81.2,74.5,54.8,33.7,8.3,10.6,7.5,7.7,10.4,7.7,216,p1slV230.csv,printer,p1 hplj3055,V230,sl,31,8,4
230.3,0.122,7,28.3,7,0.248,0.2,2.7,1.6,1.1,0.9,0.5,0.7,0.6,0.2,0.1,0.7,0.6,0.3,0.1,3.9,123.2,103,98.5,85.2,55.2,49.5,40.2,28.1,6,9.9,11.6,7,6.2,4.5,226,p1slV230.csv,printer,p1 hplj3055,V230,sl,31,8,4
230.3,0.122,7,28.3,7,0.248,0.3,3.2,0.9,0.6,1,1,1.1,0.2,0.3,0.1,0.2,0.5,0.3,0.2,4,114.7,107.2,98,95.4,85.4,69.4,47.2,41.7,22.1,14.3,7,10.5,17.1,12,239.1,p1slV230.csv,printer,p1 hplj3055,V230,sl,31,8,4
230.4,0.123,7,28.4,7,0.248,0.2,3.3,0.9,0.5,0.9,0.9,0.5,0.3,0.3,0.1,0.3,0.4,0.3,0,4,113.2,109,105,87.5,80.5,61.5,53.2,47.1,26,14.9,6.5,13.3,22.3,21.6,246.8,p1slV230.csv,printer,p1 hplj3055,V230,sl,31,8,4
230.3,0.123,7,28.4,7,0.247,0.4,3.1,0.9,0.4,1.3,1,0.6,0.3,0.5,0.1,0.4,0.2,0.3,0,3.9,114.4,104.2,89,84.5,73.4,53.2,29,29,23.8,7,4,6.5,11,16.6,223.6,p1slV230.csv,printer,p1 hplj3055,V230,sl,31,8,4
230.3,0.123,7,28.3,7,0.246,0.2,2.6,1.3,1.1,0.8,0.3,0.6,0.7,0.1,0,0.5,0.5,0.2,0.2,3.6,110,106.7,92.5,96.9,78.2,81.9,61.2,55,40.7,34.3,26.3,24.1,13.6,10.4,256,p1slV230.csv,printer,p1 hplj3055,V230,sl,31,8,4
230.3,0.123,7,28.3,7,0.247,0.4,2.7,1.5,1,0.9,0.5,0.9,0.9,0.1,0,0.6,0.5,0.1,0.1,3.9,108.4,99.4,86.5,74.7,66.7,35,21.8,18.5,19.1,3,4,2.7,2.3,5,204,p1slV230.csv,printer,p1 hplj3055,V230,sl,31,8,4
230.4,0.123,7,28.5,7,0.245,0.3,2.7,1.7,1.1,0.8,0.2,0.8,0.9,0,0,0.6,0.8,0.1,0.2,4,116,105.9,93.2,82.2,61.7,47.3,35.7,30,26.1,7.4,12.6,8.5,9.5,10.3,251,p1slV230.csv,printer,p1 hplj3055,V230,sl,31,8,4
230.5,0.124,7,28.6,7.1,0.245,0.1,2.5,1.5,1.1,1,0.3,0.8,0.8,0.1,0.2,0.5,0.7,0.3,0.2,3.7,164.1,157,139,149,130.8,129.8,117.2,80.5,76.5,41.7,25.3,28.8,13,20.6,396.3,p1slV230.csv,printer,p1 hplj3055,V230,sl,31,8,4
230.5,0.123,6.9,28.4,7,0.242,0.3,3.5,0.9,0.5,1.1,0.9,0.5,0.4,0.4,0.1,0.4,0.3,0.4,0.3,4.2,96.5,82.7,75.2,56.3,56.1,23.6,33.1,19.8,2.2,18.1,19.3,17.3,22.1,13.3,178.6,p1slV230.csv,printer,p1 hplj3055,V230,sl,31,8,4
230.4,0.122,6.9,28.2,7,0.245,0.2,3.3,0.8,0.3,0.8,1.1,0.8,0.1,0.4,0,0.4,0.4,0.6,0.3,4,121.5,106,89.7,82.7,54.2,47.8,32.1,21.1,8.5,7.5,16.1,13.4,6.4,8.9,219.9,p1slV230.csv,printer,p1 hplj3055,V230,sl,31,8,4
230.3,0.122,6.9,28.2,7,0.245,0.3,3.3,0.9,0.3,0.8,1,1,0.1,0.4,0.1,0.4,0.3,0.4,0.2,4,110.7,98.9,86.4,90,73.2,69.5,62.7,40.5,47.7,27.8,18.1,17.1,10.5,6,239.4,p1slV230.csv,printer,p1 hplj3055,V230,sl,31,8,4
230.2,0.122,6.9,28.2,7,0.245,0.2,2.9,1.7,1.1,0.9,0.4,0.7,0.7,0.2,0.1,0.7,0.6,0.3,0.1,4,111.7,107.4,87.5,81.5,73.5,63.2,30.3,42.2,22.3,12.5,5.4,11.9,10.1,18.6,227.5,p1slV230.csv,printer,p1 hplj3055,V230,sl,31,8,4
230.3,0.122,6.9,28.2,7,0.245,0.1,2.6,1.9,1.1,1,0.4,0.8,0.8,0.3,0.3,0.6,0.7,0.2,0.2,4,111,104.9,94.2,90.5,60.7,59.8,41.5,21.5,36.7,17.1,1.7,5.9,6.4,7,227.3,p1slV230.csv,printer,p1 hplj3055,V230,sl,31,8,4
230.3,0.122,6.9,28.2,7,0.244,0.3,3.6,0.7,0.4,1.1,0.9,0.5,0.4,0.5,0.1,0.3,0.2,0.5,0.5,4.2,116.4,105,107.2,84,73,55.5,52.7,33.5,22.1,13,9.9,16.3,14,6.7,238.3,p1slV230.csv,printer,p1 hplj3055,V230,sl,31,8,4
230.3,0.122,7,28.3,7,0.246,0.1,2.7,1.3,1,0.7,0.2,0.7,0.8,0,0.1,0.5,0.7,0.1,0.2,3.6,107.4,98.4,94,79.7,71.5,49.7,48.2,32.2,28.8,14.5,11.6,2,7.2,4.9,220.5,p1slV230.csv,printer,p1 hplj3055,V230,sl,31,8,4
230.3,0.122,7,28.2,6.9,0.247,0.2,2.7,1.3,1,0.9,0.3,0.7,0.8,0.1,0.1,0.5,0.6,0,0.4,3.7,124.2,110.4,94.5,88.7,64,61.1,48.7,15.5,18,3.3,2.7,5,15.5,8.6,235.6,p1slV230.csv,printer,p1 hplj3055,V230,sl,31,8,4
230.3,0.122,6.9,28.2,7,0.244,0.3,3.5,0.8,0.2,1.1,0.9,0.4,0.5,0.5,0.3,0.5,0.3,0.4,0.1,4,112.5,98.9,90.5,81.5,59.7,51.8,32.7,26.6,20.1,11.1,5.7,13,10.8,15,215.5,p1slV230.csv,printer,p1 hplj3055,V230,sl,31,8,4
230.4,0.123,6.9,28.4,7,0.242,0.2,2.7,1.7,1,1.1,0.3,0.8,0.6,0.2,0.1,0.4,0.4,0.1,0,3.9,102.5,98.4,83,72.2,65.7,42.8,16.8,14.5,15,2.7,4.4,8,10.9,5.2,198.6,p1slV230.csv,printer,p1 hplj3055,V230,sl,31,8,4
230.4,0.123,6.9,28.3,7,0.244,0.3,2.7,1.5,0.9,0.9,0.3,0.8,0.6,0.3,0.1,0.5,0.3,0.1,0.2,3.7,113.5,102.9,87.7,80.2,66.2,52.1,36.5,34.8,26,7.7,5.5,12.3,13.4,15,220.5,p1slV230.csv,printer,p1 hplj3055,V230,sl,31,8,4
230.4,0.123,6.9,28.3,7,0.245,0.3,2.7,1.5,0.8,0.8,0.2,0.8,0.6,0.2,0.1,0.5,0.3,0.1,0.2,3.6,110.7,106.9,86,77.7,63.2,51.8,17,21,23.1,7.2,3.6,17.3,9.5,11,213.8,p1slV230.csv,printer,p1 hplj3055,V230,sl,31,8,4
230.3,0.123,6.9,28.4,6.9,0.244,0.3,3.2,0.9,0.3,0.8,0.9,0.8,0,0.4,0.1,0.5,0.4,0.4,0.2,3.7,109,101,90.7,78.2,56.6,53.3,30,23.1,9.5,2.7,10.8,7.7,13.1,9,211,p1slV230.csv,printer,p1 hplj3055,V230,sl,31,8,4
230.3,0.122,6.9,28.3,7,0.244,0.3,3.5,0.8,0.5,1.1,1,0.7,0.2,0.3,0,0.2,0.5,0.4,0.1,4.2,107,104.5,87.4,77.5,68.2,55.7,40.6,33.2,10.1,3.7,9.3,10.9,2.3,13.4,217,p1slV230.csv,printer,p1 hplj3055,V230,sl,31,8,4
230.3,0.122,6.9,28.2,7,0.245,0.2,2.7,1.5,0.9,0.8,0.2,0.9,1,0.1,0.2,0.6,0.7,0.1,0.3,3.7,109.4,106.9,91.9,85.5,76.4,54.7,35.2,40.1,33.7,11.6,5.2,11.1,11.1,12,229.4,p1slV230.csv,printer,p1 hplj3055,V230,sl,31,8,4
199.8,0.128,7.2,25.7,6.3,0.278,0.2,2.9,0.9,0.4,1.1,0.9,0.5,0.4,0.5,0.1,0.4,0.2,0.2,0.1,3.6,112,104.9,77.5,65.5,54.2,34.1,13.6,13.9,21.8,4.2,4.4,5,7,12.3,197.8,p1slV200.csv,printer,p1 hplj3055,V200,sl,31,8,4
199.8,0.129,7.1,25.8,6.3,0.277,0.4,3.2,0.7,0.5,1,0.9,0.7,0.2,0.2,0,0.2,0.5,0.4,0.1,3.9,100.2,97.5,81.2,70.5,44.7,32.2,23.1,24,12.8,5.5,15.6,12.8,10.9,8.8,234.8,p1slV200.csv,printer,p1 hplj3055,V200,sl,31,8,4
199.8,0.129,7.1,25.9,6.4,0.275,0.3,2.2,1.6,1.1,0.7,0.2,0.7,0.7,0.1,0.2,0.5,0.7,0.2,0.2,3.5,124,113.7,97.9,78.5,68,51.7,53.2,28.3,12.4,12,20.5,18.6,16.6,15.4,238,p1slV200.csv,printer,p1 hplj3055,V200,sl,31,8,4
199.8,0.129,7.1,25.9,6.4,0.275,0.3,2.3,1.8,1,0.9,0.3,0.9,0.8,0.2,0.3,0.6,0.7,0.3,0.2,3.7,109.5,94.4,83.9,70.2,65.7,54.6,44.6,28,21.3,14.4,5.5,7.2,9.3,11,209.6,p1slV200.csv,printer,p1 hplj3055,V200,sl,31,8,4
199.8,0.128,7.1,25.6,6.3,0.275,0.2,3,1,0.3,0.7,0.9,0.8,0.1,0.3,0,0.5,0.4,0.4,0.2,3.6,112.5,104.2,94,73.2,55.3,55.2,47.7,26.6,6.4,4.5,1.1,18.1,21.8,20.6,219.5,p1slV200.csv,printer,p1 hplj3055,V200,sl,31,8,4
199.8,0.128,7.1,25.6,6.3,0.275,0.3,2.3,1.7,0.9,0.7,0,1.1,0.8,0.3,0.2,0.5,0.3,0.2,0.1,3.6,114.7,102.9,85,75,58.3,46.2,33.2,24.1,32.3,12.6,3.7,9.6,1.8,3,212.6,p1slV200.csv,printer,p1 hplj3055,V200,sl,31,8,4
199.7,0.127,7.1,25.5,6.3,0.278,0.4,3.2,0.6,0.3,1.1,0.8,0.4,0.4,0.4,0.1,0.3,0.2,0.5,0.2,3.7,107.9,106.7,91.4,83.2,68.7,48.3,40.7,33.1,12.6,12,8.5,10.5,12.9,10.5,221.3,p1slV200.csv,printer,p1 hplj3055,V200,sl,31,8,4
199.7,0.128,7.1,25.7,6.2,0.275,0.1,3.1,0.7,0.2,1,0.9,0.3,0.6,0.5,0.2,0.5,0.3,0.4,0.2,3.7,106.9,107,80.7,71.5,66.7,48.1,23.5,31.6,19.8,12.8,9.3,16,11.5,12.5,210,p1slV200.csv,printer,p1 hplj3055,V200,sl,31,8,4
199.7,0.128,7.1,25.7,6.2,0.275,0.4,2.3,1.8,1.1,0.9,0.3,0.7,0.8,0,0.2,0.5,0.3,0.3,0.1,3.7,113.2,109.5,95.7,86,67.7,52.7,32.7,24.6,13.8,5,9,13,12.5,17.1,226.6,p1slV200.csv,printer,p1 hplj3055,V200,sl,31,8,4
199.7,0.128,7.1,25.6,6.3,0.276,0.2,3.1,0.9,0.3,0.8,1,0.9,0,0.4,0,0.4,0.3,0.4,0.2,3.7,114.9,103.4,90,86.2,73.5,78.5,54.1,51.7,27.6,19.6,12.6,9,14.8,16.3,241.9,p1slV200.csv,printer,p1 hplj3055,V200,sl,31,8,4
199.7,0.128,7.1,25.6,6.3,0.276,0.2,3.1,0.7,0.6,1,0.9,0.8,0.2,0.4,0.1,0.3,0.5,0.5,0.2,3.7,109,97,76.5,61.1,40.7,28.6,26.3,27.8,9,20.3,16.6,11.1,17.1,10.5,190.1,p1slV200.csv,printer,p1 hplj3055,V200,sl,31,8,4
199.6,0.129,7.1,25.8,6.3,0.275,0.3,2.5,1.7,1,0.7,0.1,1,0.7,0.2,0.1,0.6,0.3,0.2,0.1,3.6,121.2,103.9,93.7,74.5,62.7,48.6,50.2,23.5,21.5,7.9,17.6,13.4,11.1,7.9,224.6,p1slV200.csv,printer,p1 hplj3055,V200,sl,31,8,4
199.6,0.128,7.1,25.6,6.4,0.276,0.4,2.5,1.3,0.8,0.7,0.1,0.8,0.7,0.2,0,0.6,0.3,0.1,0.1,3.3,102,107.2,95.4,80.2,82.5,57.1,67.5,35.2,44.7,26.8,20.3,15.5,11.3,14.8,239,p1slV200.csv,printer,p1 hplj3055,V200,sl,31,8,4
199.6,0.128,7.1,25.6,6.4,0.276,0.3,2.3,1.6,1,0.7,0.2,0.9,0.8,0.1,0.2,0.4,0.6,0.2,0.2,3.5,100.5,92.7,73.5,66.5,54.7,43,43.8,28.5,12.9,14.5,15,13.8,11,8.5,192.8,p1slV200.csv,printer,p1 hplj3055,V200,sl,31,8,4
199.9,0.129,7.1,25.8,6.4,0.275,0.2,2.7,1.3,1.1,0.8,0.2,0.8,0.8,0.2,0.1,0.5,0.4,0.1,0.3,3.7,121.4,107.5,97.2,83,70.7,70.4,67,41.7,22,23.6,19.1,22,24.8,32.6,249.9,p1slV200.csv,printer,p1 hplj3055,V200,sl,31,8,4
199.9,0.129,7.1,25.8,6.4,0.275,0.3,2.3,1.3,0.8,0.8,0,0.9,0.6,0.2,0.1,0.6,0.4,0.3,0.2,3.3,109.7,99.2,81.2,66.9,51.7,44.5,18.5,24.1,22.8,19.3,12.5,16.6,16.1,17.6,201.3,p1slV200.csv,printer,p1 hplj3055,V200,sl,31,8,4
200.6,0.13,7.1,26,6.3,0.273,0.3,3.3,0.8,0.4,0.9,0.9,0.8,0.1,0.3,0,0.4,0.3,0.4,0.2,4,117.4,103,93.7,76.2,50,32.8,39.1,9.6,0.8,9,2.2,2.3,5.9,7.5,210.8,p1slV200.csv,printer,p1 hplj3055,V200,sl,31,8,4
200.6,0.129,7.2,26,6.4,0.275,0.2,2.3,1.5,1.3,0.7,0.2,0.6,0.7,0.1,0.1,0.5,0.6,0.1,0.2,3.5,109.7,105.7,94.4,86.5,76.7,66.7,36.7,48.2,19,15.8,9.6,14.4,8.4,14,234.3,p1slV200.csv,printer,p1 hplj3055,V200,sl,31,8,4
200.6,0.129,7.2,26,6.4,0.275,0.3,2.7,1.6,1,0.8,0.3,0.7,0.6,0.2,0.1,0.6,0.6,0.2,0.1,3.7,111.9,103.2,94.7,96.2,82.7,82.5,44.8,47.2,29.1,26.6,16.6,6.7,8.1,11.1,247.9,p1slV200.csv,printer,p1 hplj3055,V200,sl,31,8,4
200.5,0.129,7.1,26,6.3,0.275,0.1,3.3,0.7,0.3,0.8,0.9,0.6,0.1,0.3,0.1,0.4,0.2,0.5,0.4,3.9,107.4,96.7,93.7,76.9,66.5,49,43.3,33.7,17.6,18.8,11.9,10.6,9.8,6.5,215.8,p1slV200.csv,printer,p1 hplj3055,V200,sl,31,8,4
200.6,0.129,7.1,26,6.3,0.274,0.3,2.7,1.3,1,0.7,0.1,0.9,0.7,0,0.2,0.4,0.5,0.2,0,3.6,117.9,106.2,92.2,64.7,51.1,31.8,33.1,5.4,7.5,9.4,11.6,11.6,5,8.3,207.8,p1slV200.csv,printer,p1 hplj3055,V200,sl,31,8,4
200.6,0.129,7.1,26,6.3,0.274,0.3,2.6,1.5,0.9,0.7,0.1,0.8,0.7,0.3,0.1,0.5,0.2,0.3,0.1,3.5,103.2,103.2,95.2,83.5,75.5,68.2,65.2,42.7,26.1,23.5,26.6,16.6,19.6,29.3,239.5,p1slV200.csv,printer,p1 hplj3055,V200,sl,31,8,4
