v,i,p,s,q,pf,ih3,ih5,ih7,ih9,ih11,ih13,ih15,ih17,ih19,ih21,ih23,ih25,ih27,ih29,ithd,vh3,vh5,vh7,vh9,vh11,vh13,vh15,vh17,vh19,vh21,vh23,vh25,vh27,vh29,vthd,filename,device,device name,voltagerange,Status,devicenumber,State,Type
200.9,0.153,10.4,30.8,9.9,0.338,0.3,1.7,1.1,1.1,0.8,0.7,0.8,0.9,0.3,0.2,0.6,0.5,0.4,0.2,3.1,116.7,94,70.5,39.3,17.6,19.3,25,23.1,19.6,15.3,9,5.2,8.1,12.1,178.4,l3dslV200.csv,Laptop,l3 dell vostro i5,V200,sl,13,4,2
200.9,0.153,10.4,30.8,9.9,0.338,0.3,1.3,1.3,1.1,0.9,0.8,0.9,0.9,0.2,0.3,0.4,0.6,0.3,0.3,3.2,112,85.9,66.2,41.2,18.3,27.6,21.5,19.1,13.5,8.8,3.2,1.3,8.4,6.5,168.4,l3dslV200.csv,Laptop,l3 dell vostro i5,V200,sl,13,4,2
200.9,0.153,10.5,30.8,9.8,0.339,0.5,2.2,0.7,0.5,0.9,1.6,1.3,0.3,0.4,0.1,0.4,0.5,0.5,0.2,3.6,115.2,94,64.2,45.1,35.5,31.5,29.6,23.6,10.9,5.4,9.5,12.6,1.5,1.5,180,l3dslV200.csv,Laptop,l3 dell vostro i5,V200,sl,13,4,2
200.9,0.153,10.5,30.8,9.8,0.339,0.3,2.2,0.6,0.5,1,1.6,1,0.2,0.3,0.1,0.5,0.5,0.8,0.3,3.5,118.2,105,67.7,47.2,20.6,13.1,22,24.1,24.1,13.3,6.5,10,10,13.9,186.3,l3dslV200.csv,Laptop,l3 dell vostro i5,V200,sl,13,4,2
201,0.153,10.5,30.8,9.9,0.338,0.3,1.5,1.3,0.9,0.8,0.8,1,0.9,0.4,0.3,0.5,0.4,0.3,0.1,3.1,114.4,93.7,64.2,45.3,35.5,30.1,28.6,13.8,14.9,14.8,12.6,8,10,8.3,179.1,l3dslV200.csv,Laptop,l3 dell vostro i5,V200,sl,13,4,2
200.9,0.152,10.5,30.7,9.9,0.34,0.5,2.1,0.7,0.2,0.8,1.7,0.9,0,0.3,0,0.2,0.4,0.8,0.3,3.2,118,96.7,64.2,44.2,46.5,28.3,35.2,20.6,18.1,3.1,15.8,12.6,6.7,5.7,186.8,l3dslV200.csv,Laptop,l3 dell vostro i5,V200,sl,13,4,2
200.9,0.152,10.5,30.7,9.9,0.34,0.3,1.6,1.1,1.1,0.8,0.7,1,0.9,0.2,0.3,0.5,0.4,0.3,0.1,3.1,121.9,99.4,69.2,43.5,36.5,19.5,23.8,13.5,24.5,12.5,11.3,11.5,4.5,5.9,187,l3dslV200.csv,Laptop,l3 dell vostro i5,V200,sl,13,4,2
200.6,0.153,10.4,30.7,9.9,0.339,0.3,1.7,1.1,1,0.6,0.9,0.7,0.8,0.4,0.4,0.4,0.6,0.1,0.3,3.1,113.2,97,69.2,43.7,24,22.8,17.1,18.6,11,3.5,3.9,4,2.2,1.1,175.8,l3dslV200.csv,Laptop,l3 dell vostro i5,V200,sl,13,4,2
200.6,0.153,10.4,30.7,9.9,0.339,0.4,2.1,0.6,0.4,0.9,1.5,1,0.2,0.3,0.1,0.3,0.5,0.8,0.2,3.2,114,101.2,78.2,49.2,23.6,25,18.6,20.1,7.9,7.5,8.9,9.3,9,9.5,185,l3dslV200.csv,Laptop,l3 dell vostro i5,V200,sl,13,4,2
200.5,0.153,10.5,30.8,9.9,0.339,0.6,1.3,1.5,1.1,0.8,0.8,0.9,0.7,0.5,0.3,0.5,0.5,0.3,0.2,3.2,117,98.4,63.5,39.5,24.3,27.3,24.6,24.1,12.5,2.6,5.5,8.3,9.8,5,178.6,l3dslV200.csv,Laptop,l3 dell vostro i5,V200,sl,13,4,2
200.5,0.154,10.4,30.9,9.9,0.337,0.4,2.2,0.6,0.6,1.3,1.8,1,0.1,0.3,0.2,0.3,0.4,0.6,0.1,3.7,119.2,94.9,57.2,52.3,41.3,38.2,21.8,10.1,22,15.4,16.1,10.1,1.1,7.5,184.8,l3dslV200.csv,Laptop,l3 dell vostro i5,V200,sl,13,4,2
200.5,0.154,10.4,30.9,9.9,0.337,0.3,1.6,1.3,1.1,0.6,0.7,0.8,1,0.2,0.2,0.7,0.7,0.1,0,3.1,109.2,86.7,54.7,40.1,35.8,24.6,27.5,18.3,20,10.4,15.9,12.3,9.3,5.9,167.6,l3dslV200.csv,Laptop,l3 dell vostro i5,V200,sl,13,4,2
200.6,0.154,10.5,31,9.9,0.337,0.3,1.3,1.3,0.9,0.8,0.6,1.1,0.9,0.4,0.3,0.4,0.3,0.3,0,3,110.7,89.5,61.1,36.2,29.1,21.1,22.3,25.3,22.8,18.6,24.5,12.8,13.5,6.5,180.5,l3dslV200.csv,Laptop,l3 dell vostro i5,V200,sl,13,4,2
200.6,0.154,10.5,31,9.9,0.337,0.3,1.5,1.7,1.3,0.8,1,0.7,0.7,0.3,0.2,0.5,0.6,0.3,0.2,3.2,116.7,99.5,70.5,42.1,27.8,32.6,28.1,25.6,17,12,12,9.8,5.5,0.7,185.1,l3dslV200.csv,Laptop,l3 dell vostro i5,V200,sl,13,4,2
200.7,0.154,10.4,31,9.9,0.334,0.2,1.3,1.6,1.1,0.9,0.9,0.8,0.6,0.3,0.2,0.5,0.3,0.3,0.1,3,118.7,92.2,61.8,44.7,43.7,33.7,36.2,26.1,17.5,9.4,20.1,14.5,1.3,14.8,186.5,l3dslV200.csv,Laptop,l3 dell vostro i5,V200,sl,13,4,2
200.7,0.154,10.4,31,9.9,0.333,0.5,1.7,1.3,1.1,0.8,0.8,0.8,0.9,0.2,0.3,0.4,0.6,0,0.3,3.2,122,95,67,38.2,34.2,28.3,30.5,20.3,21,10.1,23.1,12.6,7.7,4.5,185.9,l3dslV200.csv,Laptop,l3 dell vostro i5,V200,sl,13,4,2
200.7,0.154,10.4,31,9.9,0.333,0.5,1.5,1.6,1.1,0.8,0.7,1,0.8,0.5,0.4,0.4,0.4,0.1,0.1,3.2,111.7,90.7,69.5,39.8,32.8,24.5,26.6,16.6,18.6,6.2,1.7,1.6,2,4.2,174,l3dslV200.csv,Laptop,l3 dell vostro i5,V200,sl,13,4,2
200.8,0.154,10.4,31.1,10,0.333,0.4,2.2,0.7,0.6,1.1,1.6,0.9,0.2,0.3,0.1,0.1,0.3,0.6,0.2,3.5,116,95.2,68.2,50.7,47.7,35.2,33.6,18.3,15.5,13.5,17.8,11.8,8.5,11,189.3,l3dslV200.csv,Laptop,l3 dell vostro i5,V200,sl,13,4,2
200.8,0.154,10.4,31.1,10,0.333,0.2,2.3,0.6,0.6,1.3,1.7,0.9,0.3,0.3,0.2,0.4,0.3,0.8,0.5,3.7,112.7,94,55.6,33.6,22.3,14.6,30.6,26.1,23.8,4.2,5.2,8,13.4,12,170.6,l3dslV200.csv,Laptop,l3 dell vostro i5,V200,sl,13,4,2
200.9,0.154,10.4,31,9.9,0.335,0.5,1.5,1.3,0.9,1,0.8,0.7,0.6,0.3,0.2,0.5,0.5,0.2,0,3,102.5,85.5,57.3,39.3,21.8,29.3,19.5,16.1,18.5,10,12.5,4.7,2.3,2.3,159,l3dslV200.csv,Laptop,l3 dell vostro i5,V200,sl,13,4,2
201,0.153,10.4,30.9,10,0.337,0.1,1.3,1.1,1.1,0.7,0.7,1.1,1,0.2,0.4,0.5,0.3,0.4,0.1,3,110.7,90.9,64,43.6,45.2,30.1,33.6,17,18.3,11,15.5,13,10.4,9.6,178.9,l3dslV200.csv,Laptop,l3 dell vostro i5,V200,sl,13,4,2
201,0.153,10.4,30.9,10,0.337,0.5,2.2,0.6,0.6,1.1,1.7,1.1,0.2,0.3,0,0.3,0.5,0.7,0.2,3.7,109.5,92.5,63.5,37.8,17.1,24.8,16.5,17.1,10.3,8,4.5,6.4,7.9,3.7,166.9,l3dslV200.csv,Laptop,l3 dell vostro i5,V200,sl,13,4,2
210,0.26,20.6,54.7,18.3,0.376,0.1,1.7,1.1,1.1,0.8,0.8,0.8,0.8,0.2,0.3,0.5,0.7,0.2,0.2,3.1,90.9,48.6,18.6,18.1,17.1,20.1,13,11.8,8.3,9.4,2.5,5,4.7,5.7,112.2,l3donV210.csv,Laptop,l3 dell vostro i5,V210,on,13,3,2
210,0.261,21.3,54.9,18.8,0.386,0.3,2.3,0.6,0.4,0.9,1.6,1.1,0.1,0.6,0.1,0.4,0.4,0.7,0.5,3.6,105.7,79.7,50.2,28.6,24.3,30.6,25.1,22.1,6.5,3.5,11.6,12.6,7.2,3.2,154.9,l3donV210.csv,Laptop,l3 dell vostro i5,V210,on,13,3,2
209.9,0.257,20.7,54,18.3,0.383,0.4,1.8,1.6,1.1,1,0.8,0.9,0.7,0.4,0.4,0.3,0.3,0.1,0.1,3.2,26.6,14,9.5,2.7,5.5,2.7,1.9,0.8,1.9,2,1.1,1.9,1.9,0.7,32.7,l3donV210.csv,Laptop,l3 dell vostro i5,V210,on,13,3,2
209.9,0.268,22.9,56.3,19.4,0.406,0.2,1.8,1.1,1.1,1,0.9,0.8,0.8,0.3,0.2,0.5,0.5,0.3,0.1,3.2,72.7,38.1,30.1,19.8,13.5,20.8,22.3,16.5,11.3,7.7,9.5,13.3,9.1,4.2,100,l3donV210.csv,Laptop,l3 dell vostro i5,V210,on,13,3,2
209.9,0.263,20.8,55.3,18.5,0.377,0.4,1.9,1.3,1.1,0.6,0.8,0.8,0.9,0.2,0.1,0.6,0.7,0.1,0.1,3.2,108.2,87.2,62.1,40.7,41.3,35.7,27.1,20.3,12.1,16.6,15.3,10.5,8.3,6,172.8,l3donV210.csv,Laptop,l3 dell vostro i5,V210,on,13,3,2
209.9,0.271,23.8,57.1,20.1,0.417,0.5,2.2,0.7,0.4,0.9,1.6,1.1,0.3,0.4,0,0.5,0.4,0.5,0.3,3.6,94.7,58.5,28.1,10,19.6,20.1,22.1,14.1,4.5,9.9,13.3,9.5,4.4,6.2,123.5,l3donV210.csv,Laptop,l3 dell vostro i5,V210,on,13,3,2
209.9,0.262,22.4,55.1,19.1,0.407,0.5,2.3,0.6,0.5,0.9,1.6,1.1,0.3,0.4,0,0.5,0.4,0.5,0.3,3.7,44.2,46.6,48.6,23.6,9,20,17,12.9,15,7.2,10,8.9,6.2,7,92.5,l3donV210.csv,Laptop,l3 dell vostro i5,V210,on,13,3,2
209.9,0.27,22.8,56.7,19.8,0.401,0.3,2,1.3,1.3,0.8,0.8,0.8,0.6,0.4,0.3,0.4,0.4,0.4,0,3.2,89.4,60.3,38.6,30.3,26.3,10.8,13.9,10.8,9,5.9,1.9,0.8,10,9.4,124.5,l3donV210.csv,Laptop,l3 dell vostro i5,V210,on,13,3,2
209.9,0.274,23.9,57.6,20.2,0.416,0.2,1.9,0.9,1,0.9,1,1,1.1,0.4,0.2,0.5,0.5,0.1,0.1,3.2,49.1,12.3,23.6,5.5,11,12,5.5,8,12.5,8,8.6,10.9,6.2,8.3,63.6,l3donV210.csv,Laptop,l3 dell vostro i5,V210,on,13,3,2
209.9,0.274,26.3,57.6,20.8,0.457,0.2,1.7,1.3,1,1,0.8,0.8,0.9,0.2,0.3,0.4,0.6,0.3,0.4,3.2,106,81.7,58.7,42.2,34.3,27.8,23.1,15.5,11,6.5,9,9.1,5.2,6,162.3,l3donV210.csv,Laptop,l3 dell vostro i5,V210,on,13,3,2
210,0.27,22.6,56.7,19.5,0.397,0.3,1.3,1.3,1,0.9,0.8,0.7,0.8,0.2,0.4,0.4,0.4,0.1,0.1,3,71.5,41.1,40.2,20.1,18.5,20.3,12.5,7,5.2,0.7,6,15.5,19.1,15.3,103.5,l3donV210.csv,Laptop,l3 dell vostro i5,V210,on,13,3,2
210,0.276,23.5,58,20.2,0.404,0.2,1.9,1.1,1.3,0.6,0.9,0.7,0.7,0.3,0.4,0.5,0.6,0.2,0.1,3.2,93.5,77,62.6,43,23.1,21.3,23.3,19.5,14.5,8.5,11.4,7.2,5.2,1.5,151.3,l3donV210.csv,Laptop,l3 dell vostro i5,V210,on,13,3,2
209.9,0.275,24.8,57.8,20,0.428,0.3,1.7,1.1,1.1,0.7,0.8,0.7,0.7,0.4,0.4,0.5,0.5,0.1,0.1,3,104.5,74.5,43.3,27.1,11,9.1,19.5,18.1,20.8,11.4,7.2,3.7,5.7,10,144.1,l3donV210.csv,Laptop,l3 dell vostro i5,V210,on,13,3,2
210.2,0.28,23.8,59,20.3,0.404,0.4,2.6,0.5,0.6,1.1,1.6,1,0,0.5,0.1,0.4,0.3,0.7,0.3,3.7,118,85.5,54.7,30.3,28.8,25.8,22.5,12,7.7,2.2,3,3.2,2.1,4.7,165.8,l3donV210.csv,Laptop,l3 dell vostro i5,V210,on,13,3,2
210.1,0.267,22.6,56.2,19.6,0.403,0.4,1.7,1.6,1.1,0.8,0.7,0.7,0.6,0.4,0.2,0.5,0.3,0.3,0,3.2,94.9,71.5,47,38.7,36.7,31.6,23,15,14.8,8.4,8.4,3.1,1.5,1.5,146,l3donV210.csv,Laptop,l3 dell vostro i5,V210,on,13,3,2
210,0.279,24.5,58.6,20.4,0.418,0.6,2.6,0.6,0.6,1.1,1.7,1.1,0.3,0.3,0.1,0.3,0.4,0.7,0.2,3.9,100.7,67,35.1,19.5,23.3,26.3,29.8,25.8,22.3,20.3,17.1,15.6,12.8,11.6,172.3,l3donV210.csv,Laptop,l3 dell vostro i5,V210,on,13,3,2
210.1,0.267,20.7,56.1,18.4,0.369,0.3,2.5,0.6,0.7,1.3,1.6,0.8,0.1,0.3,0.1,0.3,0.1,0.5,0.5,3.7,109.4,91.9,60.6,39.7,31.1,27.1,31.6,23.3,17.5,7,4,8.9,10.3,6.5,171.9,l3donV210.csv,Laptop,l3 dell vostro i5,V210,on,13,3,2
210.1,0.265,21.3,55.8,19,0.382,0.2,1.7,1.1,1.1,0.8,0.7,0.8,0.9,0.1,0.2,0.5,0.7,0,0.3,3.1,109.7,86.5,55,29.1,24.6,18.1,16.6,10.4,5,6.2,11.5,10,6.7,3.2,158.4,l3donV210.csv,Laptop,l3 dell vostro i5,V210,on,13,3,2
209.9,0.264,21.6,55.5,19.2,0.39,0.4,1.8,1.3,1.3,0.8,0.8,0.6,0.6,0.2,0.3,0.5,0.4,0,0,3.2,97.7,49.7,27.1,22.6,16.8,14.5,13.5,16,11.4,12.6,13.5,7.5,7.2,6,121.7,l3donV210.csv,Laptop,l3 dell vostro i5,V210,on,13,3,2
210,0.263,20.4,55.2,18.3,0.369,0.7,2.5,0.5,0.6,1.3,1.6,1.1,0.5,0.4,0.1,0,0.4,0.7,0.1,3.7,114.2,82.5,57.7,46.2,38.2,27.1,13.4,13.5,15.1,5.7,10.4,5.7,6.7,10.5,168.6,l3donV210.csv,Laptop,l3 dell vostro i5,V210,on,13,3,2
210,0.277,23.6,58.3,20.1,0.406,0.2,1.5,1.3,1.1,1,0.7,1,0.9,0.2,0.3,0.5,0.4,0.3,0,3.1,105.5,82,54.3,36.2,28.1,34.3,30,23.6,12.1,9.8,15.3,11.1,6.5,1,162,l3donV210.csv,Laptop,l3 dell vostro i5,V210,on,13,3,2
209.9,0.271,22.4,57,19.4,0.394,0.3,1.8,1.3,1.3,0.6,0.8,0.6,0.6,0.3,0.3,0.6,0.5,0.2,0.2,3.2,100.7,72.7,43.1,28.1,21.8,20.3,7.7,6,4.4,4.2,8,7.9,8,6.4,139.1,l3donV210.csv,Laptop,l3 dell vostro i5,V210,on,13,3,2
209.9,0.27,22,56.8,19.7,0.387,0.2,1.7,1,0.9,0.7,0.6,1,1,0.2,0.1,0.6,0.7,0.1,0.2,3,97.2,70.5,50.7,32.5,29.6,23.3,17.6,12.9,13.6,3.7,3.7,4.7,2.7,3.2,142.3,l3donV210.csv,Laptop,l3 dell vostro i5,V210,on,13,3,2
209.9,0.273,22.1,57.4,19.1,0.387,0.5,2.3,0.5,0.6,1.1,1.6,1.1,0,0.4,0.1,0.4,0.3,0.7,0.3,3.7,112.9,92.9,61.2,38.6,26.8,29.3,31.6,25,15.9,8.5,9.5,7.4,4.2,2,174.1,l3donV210.csv,Laptop,l3 dell vostro i5,V210,on,13,3,2
219.6,0.463,31.6,101.7,25.8,0.312,0.2,3.1,1.3,1.1,0.4,0.2,0.7,0.8,0.1,0,0.4,0.8,0.1,0.1,4,106.5,95.9,84.9,68.5,53.7,36.2,23.1,14.3,9,10.8,10.8,10,4.5,4,194.8,l3donV220.csv,Laptop,l3 dell vostro i5,V220,on,13,3,2
219.6,0.453,31.2,99.6,25.3,0.315,0.3,3.6,1.6,1.3,0.5,0.1,0.6,0.8,0.1,0.2,0.4,0.7,0.1,0.1,4.4,108.5,99.7,91,83,70.7,56.7,42.1,29.3,18.5,11,8.4,3.7,1.5,3.6,219.9,l3donV220.csv,Laptop,l3 dell vostro i5,V220,on,13,3,2
219.7,0.456,31.4,100.2,25.6,0.314,0.2,3.2,1.5,1.1,0.4,0.2,0.9,0.8,0.1,0.1,0.5,0.6,0.3,0.2,4,105.2,96.5,86.4,72.5,59.2,44,27,18.3,11.6,13.3,10.4,8.5,9,7.7,200.8,l3donV220.csv,Laptop,l3 dell vostro i5,V220,on,13,3,2
219.7,0.424,28.8,93.1,23.6,0.31,0.2,3.2,1.1,1.3,0.3,0.4,0.7,0.7,0.2,0.1,0.4,0.6,0,0.2,4,107.7,101.7,92.9,86.9,75.5,64,52.7,44,37,33,30.1,24.1,25.1,16.5,239.9,l3donV220.csv,Laptop,l3 dell vostro i5,V220,on,13,3,2
219.6,0.422,28.6,92.8,23.5,0.309,0.1,3.5,1.1,1.3,0.3,0.2,0.7,0.7,0.1,0.1,0.5,0.5,0.2,0,4.2,103.7,92,81.2,65.2,51.2,30.8,15.3,12.1,14.5,21.8,26.5,25.1,25.8,22.6,193.1,l3donV220.csv,Laptop,l3 dell vostro i5,V220,on,13,3,2
219.8,0.43,28.8,94.5,23.7,0.305,0.3,3.3,1.3,1.1,0.3,0.3,0.7,0.8,0.1,0.2,0.5,0.5,0.1,0.1,4,104.5,97.5,87.2,77.7,63.1,46.2,36.5,28.8,24.8,19.1,18.1,16.8,13.6,11.5,210.5,l3donV220.csv,Laptop,l3 dell vostro i5,V220,on,13,3,2
219.7,0.436,29,95.8,23.9,0.304,0.4,3.6,1.6,1.3,0.5,0.1,0.8,0.8,0.2,0.1,0.6,0.6,0.1,0,4.5,110,101.2,96,88,79.2,62.3,53.5,44.2,32.7,24,18.8,14,11.3,14.1,238.5,l3donV220.csv,Laptop,l3 dell vostro i5,V220,on,13,3,2
219.7,0.43,28.6,94.4,23.7,0.303,0.3,4.4,1.5,0.6,1,0.8,0.7,0.2,0.5,0.1,0.2,0,0.5,0.4,5,105.7,98.7,93,82.5,72.9,57.8,48.2,40.7,35.1,30.5,27.5,27,20.1,13.3,231,l3donV220.csv,Laptop,l3 dell vostro i5,V220,on,13,3,2
219.9,0.424,27.9,93.3,23.3,0.3,0.5,4.2,1.3,0.8,0.9,0.8,0.9,0.4,0.3,0.3,0.1,0.4,0.6,0.2,4.9,103,92.2,80.2,65.9,47.7,30.3,14.9,34.8,25,17.5,10.9,7.7,6.7,7.2,228.6,l3donV220.csv,Laptop,l3 dell vostro i5,V220,on,13,3,2
219.9,0.422,27.9,92.9,23.3,0.301,0.5,4,1.3,0.6,0.9,0.7,0.7,0.2,0.2,0.2,0.3,0.2,0.7,0.4,4.7,106.5,97.9,86.4,72.4,59.1,46.7,37.7,31.1,25.6,23,20.1,14.1,13.1,11.5,209.4,l3donV220.csv,Laptop,l3 dell vostro i5,V220,on,13,3,2
220,0.415,27.4,91.4,22.8,0.3,0.2,3.6,1.3,1.3,0.3,0.1,0.8,0.8,0,0,0.4,0.5,0.2,0.1,4.4,107.4,100,91.5,82.5,69.5,56.1,48.5,45.3,40.5,39.2,42.2,38,37.8,32.7,241,l3donV220.csv,Laptop,l3 dell vostro i5,V220,on,13,3,2
220,0.402,26.3,88.6,22.1,0.298,0.2,3.5,1.6,1.3,0.7,0,0.8,1,0,0.3,0.4,0.5,0.1,0.1,4.5,104.2,92.7,84.5,73,56.8,38.1,29.3,13.4,10.5,14,13,12.3,12.5,11,196.5,l3donV220.csv,Laptop,l3 dell vostro i5,V220,on,13,3,2
220,0.403,26.3,88.7,22,0.297,0.5,3.5,1.9,1.3,0.3,0.2,0.8,0.9,0.1,0.1,0.5,0.7,0.1,0.2,4.5,104.7,92.7,77,65.2,48.8,30,18.8,12.4,13.5,19.6,19.8,24.1,26.3,24,190.9,l3donV220.csv,Laptop,l3 dell vostro i5,V220,on,13,3,2
219.9,0.405,26.4,89.2,22.2,0.297,0.5,4.4,1.3,0.5,0.9,0.8,0.7,0.3,0.3,0.2,0.3,0.3,0.8,0.3,5,105.2,99.7,91.5,79.5,69,51.2,41.8,37,31.1,28.6,25.3,22.6,17.6,10.3,222.9,l3donV220.csv,Laptop,l3 dell vostro i5,V220,on,13,3,2
220,0.408,26.4,89.8,22.2,0.295,0.4,3.6,1.8,1.3,0.3,0.3,0.7,0.9,0.2,0.1,0.4,0.6,0.2,0.2,4.5,106.9,101.2,98.7,89.2,82.9,67.4,53.2,45.5,32.7,22.5,15,11.5,7.5,7.9,240.5,l3donV220.csv,Laptop,l3 dell vostro i5,V220,on,13,3,2
219.9,0.413,26.8,90.9,22.5,0.295,0.4,3.3,1.3,1.3,0.3,0.2,0.8,0.9,0.1,0.2,0.4,0.4,0.3,0.1,4.2,104.5,94.5,82.2,68.2,52.7,39.7,23.3,11,1.8,2.7,6.7,8.9,9,7.7,191.4,l3donV220.csv,Laptop,l3 dell vostro i5,V220,on,13,3,2
219.9,0.409,26.5,90,22.3,0.295,0.3,3.5,1.8,1.5,0.4,0.1,0.5,0.9,0,0,0.4,0.7,0.1,0.2,4.5,105.9,95.2,83,70.5,51,38.7,21.6,15.5,15.1,13.1,18.1,12,11.5,7.7,195,l3donV220.csv,Laptop,l3 dell vostro i5,V220,on,13,3,2
220,0.412,26.7,90.7,22.4,0.296,0.4,3.5,1.7,1.3,0.3,0.1,0.7,0.9,0.1,0,0.4,0.7,0.1,0.1,4.4,105.2,96.7,86.5,75.4,60.1,48,31.3,22.6,10.4,1,4,6.2,9.3,11.1,208,l3donV220.csv,Laptop,l3 dell vostro i5,V220,on,13,3,2
220,0.414,26.8,91.2,22.5,0.295,0.2,3.5,2,1.3,0.6,0.2,0.6,1,0,0.1,0.3,0.6,0.2,0.2,4.5,105.9,99.2,99.5,90.7,78.5,67.5,53.6,47.1,36.2,28.6,21.1,20.6,19,23.6,243,l3donV220.csv,Laptop,l3 dell vostro i5,V220,on,13,3,2
219.8,0.411,26.7,90.5,22.4,0.295,0.2,3.7,1.8,1.6,0.4,0.1,0.5,0.7,0.2,0.3,0.3,0.4,0.1,0,4.7,107.7,98.7,86.5,78.4,61.3,41.3,34,20.6,12,9.4,6.4,4.5,4.5,4.5,206,l3donV220.csv,Laptop,l3 dell vostro i5,V220,on,13,3,2
219.7,0.414,26.8,91.1,22.6,0.296,0.2,3.6,1.9,1.3,0.7,0.2,0.8,0.9,0.1,0,0.5,0.5,0.2,0,4.5,105.2,97.2,85.5,73.2,59.7,49.7,29,19.1,9.4,3,2.7,1.8,3.2,3.7,201.5,l3donV220.csv,Laptop,l3 dell vostro i5,V220,on,13,3,2
219.6,0.414,26.8,90.9,22.5,0.296,0.2,3.3,1.9,1.3,0.5,0.2,0.7,0.9,0.2,0.2,0.4,0.6,0.3,0.1,4.5,102.7,94.5,84.2,73.2,56.5,47.3,28.6,18.3,8.8,3.1,4.2,5.5,7.7,7.2,197,l3donV220.csv,Laptop,l3 dell vostro i5,V220,on,13,3,2
219.6,0.412,26.7,90.5,22.4,0.296,0.4,3.7,2.1,1.6,0.5,0.4,0.7,0.8,0.4,0.2,0.5,0.6,0.1,0.2,5,107,97.7,91.5,81.2,70,60.1,41.2,32,22.5,13.9,10,11.9,8.1,11.6,220,l3donV220.csv,Laptop,l3 dell vostro i5,V220,on,13,3,2
219.5,0.41,26.6,90.2,22.4,0.296,0.1,3.5,1.7,1.3,0.5,0.2,1,1.1,0.2,0.1,0.6,0.7,0.2,0,4.5,105,100.5,92.5,84.2,76.7,61.2,55.2,50.8,45.7,48.1,49.3,45.1,47.6,41.1,255,l3donV220.csv,Laptop,l3 dell vostro i5,V220,on,13,3,2
210.3,0.145,10.3,30.6,9.8,0.335,0.3,2.1,0.6,0.6,1.3,1.7,1.1,0.4,0.4,0.2,0.3,0.5,0.7,0.3,3.6,106.4,88.7,55.7,30.3,9.1,14.5,17.1,14.5,5.9,13.8,17.3,8.3,6.4,12,157.5,l3dslV210.csv,Laptop,l3 dell vostro i5,V210,sl,13,4,2
210.3,0.144,10.3,30.4,10.1,0.337,0.4,2.1,0.7,0.5,1.1,1.6,0.8,0.1,0.5,0,0.3,0.2,0.5,0.2,3.3,113.7,92.9,61.6,39.8,23.8,20,16.3,17.8,8,15.5,17.1,16.5,12.9,7.2,172.1,l3dslV210.csv,Laptop,l3 dell vostro i5,V210,sl,13,4,2
210.2,0.145,10.3,30.5,10,0.337,0.3,1.6,1.5,1.1,0.6,0.7,0.7,0.6,0.3,0.3,0.6,0.4,0.2,0,3,115.9,96,62.3,39.2,31,32.7,23,17.5,4.5,18.5,15.5,7.5,4.7,5.5,178,l3dslV210.csv,Laptop,l3 dell vostro i5,V210,sl,13,4,2
210.3,0.145,10.3,30.5,10,0.338,0.2,2.2,0.5,0.6,1.1,1.8,1.1,0.3,0.3,0.2,0.2,0.6,0.7,0.1,3.7,118.5,89.7,58.5,38.8,34.3,23.6,26.1,22.8,18.1,10.4,17.6,13,8.6,17,176.9,l3dslV210.csv,Laptop,l3 dell vostro i5,V210,sl,13,4,2
210.3,0.145,10.3,30.5,10,0.338,0.3,1.5,1.6,1.1,1,0.9,0.8,0.8,0.3,0.3,0.4,0.6,0.3,0.3,3.2,109.7,98.5,67.5,42.7,20.6,20.6,26.1,20.3,19.6,18.1,11.9,4.2,6.2,12.5,176.5,l3dslV210.csv,Laptop,l3 dell vostro i5,V210,sl,13,4,2
210.3,0.145,10.3,30.5,10,0.335,0.3,1.7,1.1,1,0.9,0.9,0.9,0.8,0.2,0.3,0.5,0.5,0.3,0,3.1,109.5,94.7,57.7,37.6,36.2,22.6,28.8,22,22.8,11.4,15.9,11.9,5.5,8.9,173.4,l3dslV210.csv,Laptop,l3 dell vostro i5,V210,sl,13,4,2
210.3,0.145,10.3,30.5,10,0.336,0.4,1.7,1.3,1,0.9,0.9,0.7,0.7,0.3,0.3,0.5,0.5,0.3,0,3.2,120.5,93,64,41.1,27.3,17.6,22.3,17,19.8,9.5,8.5,4.5,7.2,7.2,177.5,l3dslV210.csv,Laptop,l3 dell vostro i5,V210,sl,13,4,2
210.4,0.144,10.3,30.4,10.1,0.336,0.2,1.6,1.1,0.9,1,0.8,0.9,0.7,0.3,0.2,0.3,0.3,0.2,0,2.9,116,93.5,65.5,38.2,19.5,25.6,14,8.3,3.2,8.8,6,4.5,4.5,3.7,171.6,l3dslV210.csv,Laptop,l3 dell vostro i5,V210,sl,13,4,2
210.7,0.145,10.3,30.6,10.1,0.336,0.4,2.2,0.8,0.6,1.1,1.6,0.9,0.1,0.4,0,0.2,0.2,0.6,0.3,3.5,121.2,89.2,54.5,48.7,34.5,33.2,30.1,14.6,26.6,18.6,18.1,15.9,11.8,13.5,182.8,l3dslV210.csv,Laptop,l3 dell vostro i5,V210,sl,13,4,2
210.8,0.144,10.3,30.5,10.1,0.335,0.4,2.3,0.6,0.6,1.1,1.7,1,0,0.6,0.1,0.2,0.2,0.5,0.3,3.7,109.7,89.9,60.1,30.6,28.3,19.5,28.3,24.1,24.1,13.4,19.8,14.4,10,8.3,169.6,l3dslV210.csv,Laptop,l3 dell vostro i5,V210,sl,13,4,2
