18,46,45,,230.5,0.271,15.6,62.6,15.9,0.250,0.3,2.6,1.7,1.1,1.1,0.4,0.8,0.9,0.2,0.2,0.4,0.5,0.0,0.3,3.9,107.5,93.9,87.2,75.2,64.2,44.3,42.1,34.2,20.6,15.0,8.4,7.7,0.6,1.8,220.6,
18,46,49,,230.5,0.270,15.6,62.3,15.9,0.251,0.1,2.6,1.5,1.1,1.0,0.5,0.9,0.9,0.2,0.1,0.6,0.6,0.1,0.2,3.7,109.7,99.5,87.5,75.7,62.8,48.2,38.7,36.3,29.8,28.8,30.1,23.5,17.3,14.0,219.5,
18,46,54,,230.5,0.271,15.7,62.5,15.9,0.251,0.2,2.3,1.8,1.1,1.0,0.4,0.8,0.8,0.3,0.3,0.6,0.8,0.2,0.1,3.9,114.0,107.2,100.5,98.2,91.0,76.4,67.4,54.5,45.0,32.2,29.1,22.1,21.3,18.0,255.0,
18,46,58,,230.6,0.270,15.6,62.4,15.9,0.250,0.3,2.3,1.6,1.0,0.9,0.5,0.7,0.8,0.2,0.1,0.6,0.6,0.3,0.2,3.6,108.7,97.0,84.4,76.7,72.5,49.1,41.8,37.7,37.5,36.1,36.8,37.3,37.7,36.6,231.0,
18,47,02,,230.7,0.270,15.6,62.5,15.9,0.251,0.6,3.2,0.8,0.8,1.3,1.1,0.6,0.3,0.3,0.0,0.2,0.4,0.6,0.1,4.0,109.2,101.7,95.7,88.0,72.7,64.7,55.2,39.3,27.8,21.1,9.5,13.0,12.8,13.6,234.9,
18,47,06,,230.6,0.270,15.6,62.3,15.9,0.251,0.2,2.6,1.8,1.3,0.8,0.4,0.7,0.6,0.3,0.2,0.6,0.6,0.1,0.1,3.9,103.0,94.5,90.5,79.5,66.7,51.5,42.6,36.0,29.5,32.3,23.8,24.6,18.6,10.0,218.8,
18,47,10,,230.4,0.268,15.6,61.8,15.9,0.252,0.3,2.5,1.5,0.9,1.1,0.3,0.8,0.7,0.2,0.1,0.5,0.3,0.1,0.1,3.6,103.2,97.7,89.5,80.5,71.7,60.7,43.1,37.2,30.3,33.7,25.6,28.6,29.1,32.7,228.6,
18,47,14,,230.6,0.264,15.2,61.0,15.7,0.251,0.7,3.2,0.6,0.4,1.5,1.1,0.3,0.4,0.3,0.3,0.6,0.4,0.6,0.2,4.2,97.7,94.9,84.5,74.0,63.7,57.0,37.8,28.6,17.8,9.3,12.4,5.7,5.0,4.0,203.5,
18,47,19,,230.6,0.264,15.2,61.0,15.7,0.251,0.3,2.6,1.6,1.1,1.1,0.4,0.9,0.9,0.0,0.1,0.7,0.9,0.1,0.1,4.0,109.9,90.5,85.9,91.0,73.0,65.0,47.0,42.2,28.3,25.1,10.4,10.6,7.5,3.7,226.4,
18,47,23,,230.5,0.135,5.2,31.2,8.5,0.167,0.2,2.3,1.3,0.9,1.0,0.3,0.7,0.9,0.0,0.1,0.6,0.7,0.1,0.3,3.6,98.9,93.4,89.0,82.0,75.0,57.7,49.7,43.1,35.3,25.1,24.6,14.8,10.9,11.5,222.4,
18,47,27,,230.5,0.204,10.9,47.0,12.4,0.231,0.3,2.5,1.3,0.8,1.0,0.3,0.9,0.9,0.3,0.2,0.4,0.4,0.2,0.0,3.6,106.0,95.0,90.5,79.2,66.5,48.0,44.1,30.5,31.6,27.1,26.3,24.3,19.3,10.3,218.8,
18,47,31,,230.5,0.204,10.9,47.2,12.4,0.231,0.3,2.6,1.7,0.9,1.3,0.4,0.8,0.9,0.1,0.1,0.5,0.5,0.0,0.1,3.9,103.0,97.7,90.7,91.2,82.0,68.4,73.5,61.3,45.1,42.7,34.1,25.6,16.6,10.9,251.9,
18,47,35,,230.6,0.205,10.9,47.3,12.5,0.231,0.2,2.3,1.3,0.9,1.1,0.4,0.8,0.8,0.1,0.1,0.6,0.8,0.1,0.3,3.6,102.7,92.7,84.0,76.5,63.2,55.5,44.7,29.6,24.8,11.9,14.8,12.6,11.0,10.1,208.4,
18,47,39,,230.5,0.205,10.8,47.2,12.4,0.230,0.3,2.3,1.5,0.9,1.0,0.3,0.9,0.6,0.4,0.1,0.6,0.7,0.2,0.0,3.6,106.7,96.5,92.9,81.2,77.7,52.6,49.6,33.1,34.1,29.3,28.1,27.1,22.6,25.3,230.4,
18,47,43,,230.5,0.206,11.0,47.5,12.6,0.233,0.2,2.2,1.7,1.0,1.3,0.5,0.9,0.9,0.2,0.3,0.5,0.7,0.3,0.3,3.7,107.2,100.5,91.0,85.2,75.7,58.8,34.1,30.0,20.6,20.1,17.3,20.1,23.1,21.5,225.9,
18,47,48,,230.5,0.206,11.0,47.5,12.6,0.233,0.2,2.5,1.6,1.1,1.1,0.3,1.0,0.9,0.2,0.2,0.4,0.4,0.3,0.1,3.7,97.2,94.9,87.2,77.0,63.3,48.7,32.5,41.5,33.0,33.2,32.0,32.2,33.0,37.2,232.1,
18,47,52,,230.5,0.205,11.0,47.3,12.5,0.232,0.4,2.6,1.7,1.1,1.1,0.2,1.0,0.6,0.2,0.1,0.4,0.4,0.2,0.1,3.7,108.5,103.2,95.0,91.2,87.7,69.7,57.8,49.0,36.0,31.1,23.5,19.3,9.5,7.9,248.0,
18,47,56,,230.6,0.204,10.9,47.1,12.4,0.232,0.2,2.5,1.1,0.7,1.1,0.4,0.9,0.8,0.3,0.0,0.7,0.7,0.1,0.2,3.6,95.5,88.0,82.5,72.7,74.0,43.1,33.3,26.1,19.1,14.0,6.0,7.9,11.5,9.8,197.5,
